branch,site,coherence,category_variance,rate_category
"(A1, NodeA12*)",1,2.9616734336983996,2.297663677179224,single_rate
"(A1, NodeA12*)",2,2.9616730340661888,2.297663677179224,single_rate
"(A1, NodeA12*)",3,2.961473390762086,2.297663677179224,single_rate
"(A1, NodeA12*)",4,0.6453143305906051,2.297663677179224,single_rate
"(A1, NodeA12*)",5,2.9616260911390713,2.297663677179224,single_rate
"(A1, NodeA12*)",6,2.9618419959583324,2.297663677179224,single_rate
"(A1, NodeA12*)",7,2.9616726683771515,2.297663677179224,single_rate
"(A1, NodeA12*)",8,0.6431748191270281,2.297663677179224,single_rate
"(A1, NodeA12*)",9,2.961675983261141,2.297663677179224,single_rate
"(A1, NodeA12*)",10,1.4888162644171936,2.297663677179224,single_rate
"(A1, NodeA12*)",11,2.0780152862259222,2.297663677179224,single_rate
"(A1, NodeA12*)",12,2.9616726683771515,2.297663677179224,single_rate
"(A1, NodeA12*)",13,-0.9872376521158412,2.297663677179224,single_rate
"(A1, NodeA12*)",14,2.9616726915701297,2.297663677179224,single_rate
"(A1, NodeA12*)",15,-0.9872000096184854,2.297663677179224,single_rate
"(A1, NodeA12*)",16,2.961672962114809,2.297663677179224,single_rate
"(A1, NodeA12*)",17,2.9616727380708436,2.297663677179224,single_rate
"(A1, NodeA12*)",18,2.6789305569885062,2.297663677179224,single_rate
"(A1, NodeA12*)",19,2.961672753267189,2.297663677179224,single_rate
"(A1, NodeA12*)",20,2.785299512155998,2.297663677179224,single_rate
"(A1, NodeA12*)",21,2.94464789344893,2.297663677179224,single_rate
"(A1, NodeA12*)",22,2.9616726915701297,2.297663677179224,single_rate
"(A1, NodeA12*)",23,2.9616726858832454,2.297663677179224,single_rate
"(A1, NodeA12*)",24,0.630688998340757,2.297663677179224,single_rate
"(A1, NodeA12*)",25,2.752886537508201,2.297663677179224,single_rate
"(A1, NodeA12*)",26,1.1412820413122533,2.297663677179224,single_rate
"(A1, NodeA12*)",27,0.3645827078355237,2.297663677179224,single_rate
"(A1, NodeA12*)",28,2.952587098773074,2.297663677179224,single_rate
"(A1, NodeA12*)",29,-0.9872806653194438,2.297663677179224,single_rate
"(A1, NodeA12*)",30,2.9618419959583306,2.297663677179224,single_rate
"(A1, NodeA12*)",31,-0.2893271473659115,2.297663677179224,single_rate
"(A1, NodeA12*)",32,2.94174872529056,2.297663677179224,single_rate
"(A1, NodeA12*)",33,2.7669849689856734,2.297663677179224,single_rate
"(A1, NodeA12*)",34,2.96147192833802,2.297663677179224,single_rate
"(A1, NodeA12*)",35,2.951288127773423,2.297663677179224,single_rate
"(A1, NodeA12*)",36,2.9557398237615646,2.297663677179224,single_rate
"(A1, NodeA12*)",37,-0.3770580896319401,2.297663677179224,single_rate
"(A1, NodeA12*)",38,2.9616726683771524,2.297663677179224,single_rate
"(A1, NodeA12*)",39,2.9614350544068135,2.297663677179224,single_rate
"(A1, NodeA12*)",40,2.9616729439298055,2.297663677179224,single_rate
"(A1, NodeA12*)",41,2.717295590686619,2.297663677179224,single_rate
"(A1, NodeA12*)",42,0.016893853684688875,2.297663677179224,single_rate
"(A1, NodeA12*)",43,2.951012283965018,2.297663677179224,single_rate
"(A1, NodeA12*)",44,-0.8345740391841674,2.297663677179224,single_rate
"(A1, NodeA12*)",45,2.9616751788021127,2.297663677179224,single_rate
"(A1, NodeA12*)",46,2.736882919863384,2.297663677179224,single_rate
"(A1, NodeA12*)",47,-0.9871973944785428,2.297663677179224,single_rate
"(A1, NodeA12*)",48,2.961672668377151,2.297663677179224,single_rate
"(A1, NodeA12*)",49,2.9618362313751097,2.297663677179224,single_rate
"(A1, NodeA12*)",50,2.9544460858429646,2.297663677179224,single_rate
"(A1, NodeA12*)",51,1.14458698607702,2.297663677179224,single_rate
"(A1, NodeA12*)",52,2.9616751788021123,2.297663677179224,single_rate
"(A1, NodeA12*)",53,2.961672848741859,2.297663677179224,single_rate
"(A1, NodeA12*)",54,0.6453750816220531,2.297663677179224,single_rate
"(A1, NodeA12*)",55,0.6426859162640404,2.297663677179224,single_rate
"(A1, NodeA12*)",56,2.774189008475427,2.297663677179224,single_rate
"(A1, NodeA12*)",57,2.9361054768223958,2.297663677179224,single_rate
"(A1, NodeA12*)",58,2.9616726683771524,2.297663677179224,single_rate
"(A1, NodeA12*)",59,2.961839881627041,2.297663677179224,single_rate
"(A1, NodeA12*)",60,2.9616727333995625,2.297663677179224,single_rate
"(A1, NodeA12*)",61,2.7250346748130854,2.297663677179224,single_rate
"(A1, NodeA12*)",62,2.9542699852958143,2.297663677179224,single_rate
"(A1, NodeA12*)",63,1.1412741291815687,2.297663677179224,single_rate
"(A1, NodeA12*)",64,2.9618418079791384,2.297663677179224,single_rate
"(A1, NodeA12*)",65,2.961841742866706,2.297663677179224,single_rate
"(A1, NodeA12*)",66,2.9616726886063836,2.297663677179224,single_rate
"(A1, NodeA12*)",67,2.5938351571634355,2.297663677179224,single_rate
"(A1, NodeA12*)",68,2.76700572257934,2.297663677179224,single_rate
"(A1, NodeA12*)",69,0.6452837598079166,2.297663677179224,single_rate
"(A1, NodeA12*)",70,2.9616836526263524,2.297663677179224,single_rate
"(A1, NodeA12*)",71,0.48430026379500374,2.297663677179224,single_rate
"(A1, NodeA12*)",72,2.961672668377152,2.297663677179224,single_rate
"(A1, NodeA12*)",73,1.1384482830278393,2.297663677179224,single_rate
"(A1, NodeA12*)",74,2.9616726775780595,2.297663677179224,single_rate
"(A1, NodeA12*)",75,2.9614711735640893,2.297663677179224,single_rate
"(A1, NodeA12*)",76,2.96141627278306,2.297663677179224,single_rate
"(A1, NodeA12*)",77,-0.4287115607014103,2.297663677179224,single_rate
"(A1, NodeA12*)",78,2.9616726915701292,2.297663677179224,single_rate
"(A1, NodeA12*)",79,1.8136022841575594,2.297663677179224,single_rate
"(A1, NodeA12*)",80,2.9616726858832467,2.297663677179224,single_rate
"(A1, NodeA12*)",81,2.961700008522832,2.297663677179224,single_rate
"(A1, NodeA12*)",82,2.396870368859865,2.297663677179224,single_rate
"(A1, NodeA12*)",83,0.5866460031569194,2.297663677179224,single_rate
"(A1, NodeA12*)",84,2.9618419959583315,2.297663677179224,single_rate
"(A1, NodeA12*)",85,2.9616786982757115,2.297663677179224,single_rate
"(A1, NodeA12*)",86,2.961684631084939,2.297663677179224,single_rate
"(A1, NodeA12*)",87,1.1412820413122533,2.297663677179224,single_rate
"(A1, NodeA12*)",88,2.9555499662404396,2.297663677179224,single_rate
"(A1, NodeA12*)",89,0.6453146101830651,2.297663677179224,single_rate
"(A1, NodeA12*)",90,1.3853660510267265,2.297663677179224,single_rate
"(A1, NodeA12*)",91,2.9616727687910647,2.297663677179224,single_rate
"(A1, NodeA12*)",92,1.1426302465980882,2.297663677179224,single_rate
"(A1, NodeA12*)",93,2.961676943350065,2.297663677179224,single_rate
"(A1, NodeA12*)",94,1.1384496246850935,2.297663677179224,single_rate
"(A1, NodeA12*)",95,2.7519185694544963,2.297663677179224,single_rate
"(A1, NodeA12*)",96,2.756601455236111,2.297663677179224,single_rate
"(A1, NodeA12*)",97,2.7365886477194294,2.297663677179224,single_rate
"(A1, NodeA12*)",98,2.799480128599031,2.297663677179224,single_rate
"(A1, NodeA12*)",99,2.9618390756361457,2.297663677179224,single_rate
"(A1, NodeA12*)",100,2.9616726886063836,2.297663677179224,single_rate
"(A1, NodeA12*)",101,2.7415185545750926,2.297663677179224,single_rate
"(A1, NodeA12*)",102,0.6405927348796415,2.297663677179224,single_rate
"(A1, NodeA12*)",103,2.7965727541841425,2.297663677179224,single_rate
"(A1, NodeA12*)",104,2.7366143489000048,2.297663677179224,single_rate
"(A1, NodeA12*)",105,2.961675336172819,2.297663677179224,single_rate
"(A1, NodeA12*)",106,2.9616727380708436,2.297663677179224,single_rate
"(A1, NodeA12*)",107,2.9512882269819185,2.297663677179224,single_rate
"(A1, NodeA12*)",108,1.7142539404512005,2.297663677179224,single_rate
"(A1, NodeA12*)",109,1.1901918840258405,2.297663677179224,single_rate
"(A1, NodeA12*)",110,0.6453143305906051,2.297663677179224,single_rate
"(A1, NodeA12*)",111,1.1780965689605318,2.297663677179224,single_rate
"(A1, NodeA12*)",112,2.734436631748153,2.297663677179224,single_rate
"(A1, NodeA12*)",113,2.9562746955356465,2.297663677179224,single_rate
"(A1, NodeA12*)",114,2.961731626798908,2.297663677179224,single_rate
"(A1, NodeA12*)",115,-0.987251478950884,2.297663677179224,single_rate
"(A1, NodeA12*)",116,-0.8535349550570561,2.297663677179224,single_rate
"(A1, NodeA12*)",117,-0.9871974578039429,2.297663677179224,single_rate
"(A1, NodeA12*)",118,2.9481587291802605,2.297663677179224,single_rate
"(A1, NodeA12*)",119,2.7975268399213067,2.297663677179224,single_rate
"(A1, NodeA12*)",120,2.78815469155729,2.297663677179224,single_rate
"(A1, NodeA12*)",121,1.1416037784080948,2.297663677179224,single_rate
"(A1, NodeA12*)",122,2.961839849589676,2.297663677179224,single_rate
"(A1, NodeA12*)",123,2.9548783900974254,2.297663677179224,single_rate
"(A1, NodeA12*)",124,0.642679473577926,2.297663677179224,single_rate
"(A1, NodeA12*)",125,2.961483431631515,2.297663677179224,single_rate
"(A1, NodeA12*)",126,2.7252925300203508,2.297663677179224,single_rate
"(A1, NodeA12*)",127,1.4249966518129509,2.297663677179224,single_rate
"(A1, NodeA12*)",128,2.9614009575033386,2.297663677179224,single_rate
"(A1, NodeA12*)",129,0.49519173263614225,2.297663677179224,single_rate
"(A1, NodeA12*)",130,2.9616726775780586,2.297663677179224,single_rate
"(A1, NodeA12*)",131,2.9613942873405317,2.297663677179224,single_rate
"(A1, NodeA12*)",132,1.4252429847947745,2.297663677179224,single_rate
"(A1, NodeA12*)",133,-0.9872376369493046,2.297663677179224,single_rate
"(A1, NodeA12*)",134,0.4976443887412063,2.297663677179224,single_rate
"(A1, NodeA12*)",135,2.9616735704706687,2.297663677179224,single_rate
"(A1, NodeA12*)",136,0.5442138548580715,2.297663677179224,single_rate
"(A1, NodeA12*)",137,2.961673241293826,2.297663677179224,single_rate
"(A1, NodeA12*)",138,2.7855097793273305,2.297663677179224,single_rate
"(A1, NodeA12*)",139,-0.9871976740557361,2.297663677179224,single_rate
"(A1, NodeA12*)",140,2.94464789344893,2.297663677179224,single_rate
"(A1, NodeA12*)",141,2.9618419366052566,2.297663677179224,single_rate
"(A1, NodeA12*)",142,1.142395365974616,2.297663677179224,single_rate
"(A1, NodeA12*)",143,2.9555728395068765,2.297663677179224,single_rate
"(A1, NodeA12*)",144,2.8318031612572643,2.297663677179224,single_rate
"(A1, NodeA12*)",145,2.9616217723537126,2.297663677179224,single_rate
"(A1, NodeA12*)",146,0.6454271101628651,2.297663677179224,single_rate
"(A1, NodeA12*)",147,-0.1831913765729325,2.297663677179224,single_rate
"(A1, NodeA12*)",148,2.9616726915701292,2.297663677179224,single_rate
"(A1, NodeA12*)",149,2.961672668377152,2.297663677179224,single_rate
"(A1, NodeA12*)",150,2.961839849589676,2.297663677179224,single_rate
"(A1, NodeA12*)",151,2.751216293421446,2.297663677179224,single_rate
"(A1, NodeA12*)",152,2.9616726683771515,2.297663677179224,single_rate
"(A1, NodeA12*)",153,2.5704753956527493,2.297663677179224,single_rate
"(A1, NodeA12*)",154,2.961465692682085,2.297663677179224,single_rate
"(A1, NodeA12*)",155,2.9482374476382702,2.297663677179224,single_rate
"(A1, NodeA12*)",156,0.6453161122802643,2.297663677179224,single_rate
"(A1, NodeA12*)",157,-0.7999800104387389,2.297663677179224,single_rate
"(A1, NodeA12*)",158,2.961832009963743,2.297663677179224,single_rate
"(A1, NodeA12*)",159,2.9618079252206337,2.297663677179224,single_rate
"(A1, NodeA12*)",160,0.6464577666726496,2.297663677179224,single_rate
"(A1, NodeA12*)",161,-0.9872377032653626,2.297663677179224,single_rate
"(A1, NodeA12*)",162,2.76689036660935,2.297663677179224,single_rate
"(A1, NodeA12*)",163,2.9616729284451395,2.297663677179224,single_rate
"(A1, NodeA12*)",164,2.9544138964590534,2.297663677179224,single_rate
"(A1, NodeA12*)",165,2.7882277531090844,2.297663677179224,single_rate
"(A1, NodeA12*)",166,2.961673572142135,2.297663677179224,single_rate
"(A1, NodeA12*)",167,2.9460348572555204,2.297663677179224,single_rate
"(A1, NodeA12*)",168,2.955768432023345,2.297663677179224,single_rate
"(A1, NodeA12*)",169,0.648764687374654,2.297663677179224,single_rate
"(A1, NodeA12*)",170,-0.9704991114263354,2.297663677179224,single_rate
"(A1, NodeA12*)",171,1.477178005887885,2.297663677179224,single_rate
"(A1, NodeA12*)",172,2.9562505678525612,2.297663677179224,single_rate
"(A1, NodeA12*)",173,2.9602887603035555,2.297663677179224,single_rate
"(A1, NodeA12*)",174,0.5731916545868454,2.297663677179224,single_rate
"(A1, NodeA12*)",175,2.9616751788021127,2.297663677179224,single_rate
